76245000,76249999,10,GO,BOMJARDIMDEGOIAS
37310000,37329999,10,MG,BOMJARDIMDEMINAS
75570000,75579999,8,GO,BOMJESUS
37948000,37949999,7,MG,BOMJESUSDAPENHA
35908000,35909999,18,MG,BOMJESUSDOAMPARO
78678000,78679999,13,MT,BOMJESUSDOARAGUAIA
35340000,35344999,18,MG,BOMJESUSDOGALHO
28360000,28374999,8,RJ,BOMJESUSDOITABAPOANA
29460000,29469999,9,ES,BOMJESUSDONORTE
89873000,89873999,5,SC,BOMJESUSDOOESTE
85708000,85709999,5,PR,BOMJESUSDOSUL
12955000,12959999,6,SP,BOMJESUSDOSPERDOES
95765000,95767999,4,RS,BOMPRINCIPIO
98575000,98579999,6,RS,BOMPROGRESSO
37610000,37614999,7,MG,BOMREPOUSO
88680000,88699999,5,SC,BOMRETIRO
95870000,95874999,6,RS,BOMRETIRODOSUL
37220000,37222999,7,MG,BOMSUCESSO
18475000,18479999,5,SP,BOMSUCESSODEITARARE
85515000,85519999,5,PR,BOMSUCESSODOSUL
88215000,88219999,7,SC,BOMBINHAS
35480000,35484999,18,MG,BONFIM
14110000,14110970,6,SP,BONFIMPAULISTA
75195000,75199999,10,GO,BONFINOPOLIS
38650000,38653999,18,MG,BONFINOPOLISDEMINAS
79290000,79299999,10,MS,BONITO
39490000,39491999,15,MG,BONITODEMINAS
76555000,76559999,12,GO,BONOPOLIS
95920000,95922999,6,RS,BOQUEIRAODOLEAO
19740000,19749999,8,SP,BORA
17270000,17279999,8,SP,BORACEIA
14955000,14959999,4,SP,BORBOREMA
37564000,37565999,5,MG,BORDADAMATA
83425000,83425970,6,PR,BORDADOCAMPO
18675000,18679999,6,SP,BOREBI
86925000,86929999,4,PR,BORRAZOPOLIS
97850000,97869999,8,RS,BOSSOROCA
14710000,14710999,5,SP,BOTAFOGO
37720000,37729999,7,MG,BOTELHOS
18600001,18619999,4,SP,BOTUCATU
39595000,39597999,15,MG,BOTUMIRIM
88295000,88299999,6,SC,BOTUVERA
98733000,98734999,6,RS,BOZANO
88750000,88759999,6,SC,BRACODONORTE
89178000,89179999,8,SC,BRACODOTROMBUDO
98560000,98569999,8,RS,BRAGA
12900001,12929999,6,SP,BRAGANCAPAULISTA
85430000,85439999,5,PR,BRAGANEY
36542000,36543999,16,MG,BRASPIRES
